City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
258,Menongue,AO,2022-05-22 05:02:23,-14.6585,17.691,46.76,47,42,4.16,scattered clouds
259,Liverpool,GB,2022-05-22 05:02:23,53.4106,-2.9779,55.53,80,75,13.8,broken clouds
260,Leh,IN,2022-05-22 05:02:24,34.1667,77.5833,49.86,37,26,3.87,scattered clouds
261,Veraval,IN,2022-05-22 05:02:24,20.9,70.3667,86.49,66,96,19.84,overcast clouds
262,Lannion,FR,2022-05-22 05:02:24,48.75,-3.4167,54.68,88,92,6.4,overcast clouds
263,Yancheng,CN,2022-05-22 05:02:25,33.3856,120.1253,87.93,29,100,7.65,light rain
264,Calabozo,VE,2022-05-22 05:02:25,8.9242,-67.4293,78.66,68,34,8.32,scattered clouds
265,Te Anau,NZ,2022-05-22 05:01:15,-45.4167,167.7167,42.4,79,52,4.29,broken clouds
266,Yanam,IN,2022-05-22 05:02:26,16.7333,82.2167,99.23,34,95,9.22,overcast clouds
267,Guanare,VE,2022-05-22 05:02:27,9.0418,-69.7421,78.82,83,22,1.14,few clouds
268,Xining,CN,2022-05-22 05:00:20,36.6167,101.7667,69.08,30,0,3.67,clear sky
269,Antalaha,MG,2022-05-22 05:02:27,-14.9003,50.2788,74.32,90,97,9.62,light rain
270,Riverton,US,2022-05-22 05:02:28,40.5219,-111.9391,54.19,33,0,7.0,clear sky
271,Yeghegnavan,AM,2022-05-22 05:02:28,39.838,44.6253,61.2,31,0,1.39,clear sky
272,Kahului,US,2022-05-22 05:02:29,20.8947,-156.47,76.96,81,12,15.01,few clouds
273,Udachnyy,RU,2022-05-22 05:02:29,66.4167,112.4,57.11,41,18,4.09,few clouds
274,Dryden,CA,2022-05-22 05:02:30,49.7833,-92.7503,37.69,81,100,3.44,overcast clouds
275,Davila,PH,2022-05-22 05:03:30,18.4726,120.5763,83.62,73,91,4.99,overcast clouds
276,Henties Bay,NA,2022-05-22 05:03:31,-22.116,14.2845,59.68,44,6,5.32,clear sky
277,Egvekinot,RU,2022-05-22 05:03:31,66.3167,-179.1667,48.52,50,63,2.86,broken clouds
278,Zyryanka,RU,2022-05-22 05:03:32,65.75,150.85,56.57,36,98,9.48,overcast clouds
279,Kulhudhuffushi,MV,2022-05-22 05:03:32,6.6221,73.07,83.68,75,47,14.81,scattered clouds
280,Coahuayana,MX,2022-05-22 05:03:32,18.7333,-103.6833,75.2,82,57,2.17,broken clouds
281,Margate,GB,2022-05-22 05:03:19,51.3813,1.3862,53.69,89,73,1.01,broken clouds
282,Mehamn,NO,2022-05-22 05:03:33,71.0357,27.8492,40.91,96,100,5.91,overcast clouds
283,Ati,TD,2022-05-22 05:03:34,13.2154,18.3353,81.73,16,65,4.7,broken clouds
284,Ushirombo,TZ,2022-05-22 05:03:34,-3.4919,31.9639,65.64,76,100,3.06,overcast clouds
285,Krasnodar,RU,2022-05-22 05:03:35,45.0,40.0,61.72,66,32,11.81,scattered clouds
286,Rzhaksa,RU,2022-05-22 05:03:35,52.1338,42.0264,43.84,89,100,12.19,overcast clouds
287,Russell,US,2022-05-22 05:03:36,32.3502,-85.1999,72.63,94,0,4.61,clear sky
288,Santiago De Chuco,PE,2022-05-22 05:03:36,-8.15,-78.1833,47.89,86,50,2.15,scattered clouds
289,San Patricio,US,2022-05-22 05:03:37,28.017,-97.5169,82.83,93,32,13.85,scattered clouds
290,Mecca,SA,2022-05-22 05:02:01,21.4267,39.8261,94.77,17,2,2.98,clear sky
291,Rocha,UY,2022-05-22 05:03:37,-34.4833,-54.3333,48.24,89,0,3.94,clear sky
292,Ryazhsk,RU,2022-05-22 05:03:38,53.7038,40.1109,47.59,68,100,11.56,overcast clouds
293,Moussoro,TD,2022-05-22 05:03:38,13.6408,16.4901,79.65,17,47,7.54,scattered clouds
294,Bom Jesus,BR,2022-05-22 05:03:39,-9.0744,-44.3586,67.68,86,22,1.23,few clouds
295,Moerai,PF,2022-05-22 05:03:39,-22.4333,-151.3333,77.79,74,12,8.46,light rain
296,Stephenville,US,2022-05-22 05:03:39,32.2207,-98.2023,63.25,67,75,12.66,broken clouds
297,Fatick,SN,2022-05-22 05:03:40,14.3581,-16.5858,69.24,85,100,8.08,overcast clouds
298,Mokhsogollokh,RU,2022-05-22 05:03:40,61.4681,128.9203,59.32,34,43,4.45,scattered clouds
299,Sokoto,NG,2022-05-22 05:03:41,13.0609,5.239,84.18,48,47,6.89,scattered clouds
300,Sao Joao Da Barra,BR,2022-05-22 05:03:41,-21.6403,-41.0511,63.0,89,13,5.44,few clouds
301,Bowen,AU,2022-05-22 05:03:42,-20.0167,148.2333,77.2,70,62,16.11,broken clouds
302,Grand-Santi,GF,2022-05-22 05:03:42,4.25,-54.3833,71.78,100,100,1.88,overcast clouds
303,Maningrida,AU,2022-05-22 05:03:43,-12.0667,134.2667,89.49,45,48,10.42,scattered clouds
304,La Ronge,CA,2022-05-22 05:03:43,55.1001,-105.2842,41.18,46,81,6.64,broken clouds
305,Labrea,BR,2022-05-22 05:03:44,-7.2586,-64.7981,73.44,80,40,1.1,scattered clouds
306,Siguiri,GN,2022-05-22 05:03:44,11.6667,-9.5,75.25,76,100,5.48,overcast clouds
307,Benghazi,LY,2022-05-22 05:03:36,32.1167,20.0667,65.68,80,0,10.31,clear sky
308,Aden,YE,2022-05-22 05:00:03,12.7794,45.0367,86.43,72,35,9.78,scattered clouds
309,Grindavik,IS,2022-05-22 05:03:45,63.8424,-22.4338,43.27,87,0,24.16,clear sky
310,Kurilsk,RU,2022-05-22 05:03:46,45.2333,147.8833,55.45,75,26,13.56,scattered clouds
311,Labuhan,ID,2022-05-22 05:03:46,-6.8844,112.2051,86.88,64,63,10.96,broken clouds
312,Hondo,JP,2022-05-22 05:03:47,32.45,130.2,71.8,70,98,5.61,overcast clouds
313,Kijang,KR,2022-05-22 05:03:47,35.2442,129.2139,80.64,43,0,10.16,clear sky
314,High Level,CA,2022-05-22 05:00:32,58.5169,-117.136,48.25,65,99,4.03,light rain
315,Marsh Harbour,BS,2022-05-22 05:03:48,26.5412,-77.0636,78.51,87,29,13.29,scattered clouds
316,Amahai,ID,2022-05-22 05:03:48,-3.3333,128.9167,83.82,74,52,6.8,broken clouds
317,Itoman,JP,2022-05-22 05:03:49,26.1247,127.6694,81.37,72,40,12.66,scattered clouds
318,Ambunti,PG,2022-05-22 05:03:49,-4.2365,142.8448,92.53,48,99,3.38,overcast clouds
319,Itauna,BR,2022-05-22 04:59:57,-20.0753,-44.5764,49.14,84,1,3.94,clear sky
320,Salekhard,RU,2022-05-22 05:04:50,66.53,66.6019,35.71,60,100,21.23,overcast clouds
321,Vanimo,PG,2022-05-22 05:04:50,-2.6741,141.3028,83.25,73,100,3.91,overcast clouds
322,Kota Belud,MY,2022-05-22 05:04:50,6.351,116.4305,84.24,77,98,4.03,overcast clouds
323,Bend,US,2022-05-22 05:04:51,44.0582,-121.3153,50.25,65,40,8.05,scattered clouds
324,Vila Velha,BR,2022-05-22 05:04:51,-20.3297,-40.2925,60.75,94,40,2.3,scattered clouds
325,Iqaluit,CA,2022-05-22 05:04:52,63.7506,-68.5145,31.73,86,100,21.85,overcast clouds
326,Roros,NO,2022-05-22 05:04:53,62.5747,11.3842,40.84,75,75,2.3,broken clouds
327,Guerrero Negro,MX,2022-05-22 05:04:40,27.9769,-114.0611,60.64,78,96,13.58,overcast clouds
328,Kosh-Agach,RU,2022-05-22 05:04:53,50.0,88.6667,69.78,19,100,4.23,overcast clouds
329,Penticton,CA,2022-05-22 05:02:38,49.4806,-119.5858,51.75,81,20,1.66,few clouds
330,Mogadishu,SO,2022-05-22 05:04:54,2.0371,45.3438,81.1,78,75,16.82,broken clouds
331,Huarmey,PE,2022-05-22 05:04:55,-10.0681,-78.1522,64.49,87,36,7.45,scattered clouds
332,Gongzhuling,CN,2022-05-22 05:04:55,43.5008,124.8198,77.68,22,51,6.4,broken clouds
333,Vestmannaeyjar,IS,2022-05-22 05:03:13,63.4427,-20.2734,47.88,79,14,10.71,few clouds
334,Honningsvag,NO,2022-05-22 05:04:56,70.9821,25.9704,42.55,81,60,8.05,broken clouds
335,Bannur,IN,2022-05-22 05:04:56,12.3308,76.8631,77.92,67,98,13.33,overcast clouds
336,Torquay,GB,2022-05-22 05:04:56,50.4638,-3.5143,51.69,88,77,1.99,broken clouds
337,Kerch,UA,2022-05-22 05:01:54,45.3583,36.4758,59.76,75,70,18.39,broken clouds
338,Thinadhoo,MV,2022-05-22 05:04:57,0.5333,72.9333,83.52,72,100,10.45,overcast clouds
339,Ilanskiy,RU,2022-05-22 05:04:58,56.2358,96.065,65.37,42,68,11.18,broken clouds
340,College,US,2022-05-22 05:04:58,64.8569,-147.8028,66.52,35,75,12.66,broken clouds
341,Caravelas,BR,2022-05-22 05:04:59,-17.7125,-39.2481,70.29,73,0,6.69,clear sky
342,Cayenne,GF,2022-05-22 05:04:59,4.9333,-52.3333,76.08,1,0,0.0,clear sky
343,Walvis Bay,NA,2022-05-22 05:04:59,-22.9575,14.5053,59.7,38,5,6.98,clear sky
344,Padang,ID,2022-05-22 05:05:00,-0.9492,100.3543,87.85,68,74,5.59,broken clouds
345,Jinka,ET,2022-05-22 05:05:00,5.65,36.65,63.84,93,98,2.04,light rain
346,Sheffield,GB,2022-05-22 05:02:38,53.383,-1.4659,54.61,83,100,7.25,overcast clouds
347,Ancud,CL,2022-05-22 05:05:01,-41.8697,-73.8203,53.01,95,100,23.58,heavy intensity rain
348,Le Gosier,GP,2022-05-22 05:05:01,16.2069,-61.4933,78.51,83,40,5.75,scattered clouds
349,Yarmouth,US,2022-05-22 05:05:02,41.7057,-70.2286,67.96,93,0,10.0,mist
350,Puerto Lempira,HN,2022-05-22 05:05:02,15.2667,-83.7667,77.58,92,100,8.32,overcast clouds
351,Ponta Delgada,PT,2022-05-22 05:05:03,37.7333,-25.6667,68.5,94,75,4.61,light intensity drizzle
352,Saint Anthony,US,2022-05-22 05:05:03,45.0205,-93.218,46.92,58,100,9.22,overcast clouds
353,Grand Gaube,MU,2022-05-22 05:05:04,-20.0064,57.6608,77.4,78,3,5.99,light rain
354,Sharjah,AE,2022-05-22 05:02:14,25.3573,55.4033,89.96,51,0,14.25,clear sky
355,Aquin,HT,2022-05-22 05:05:04,18.2833,-73.4,76.98,87,86,6.62,overcast clouds
356,Olden,NO,2022-05-22 05:05:05,61.8364,6.8064,50.74,96,100,4.83,overcast clouds
357,Fort Nelson,CA,2022-05-22 05:05:05,58.8053,-122.7002,51.67,56,98,4.29,light rain
358,Belyy Yar,RU,2022-05-22 05:05:06,53.6039,91.3903,81.86,26,0,11.18,clear sky
359,Maldonado,UY,2022-05-22 05:05:06,-34.6667,-54.9167,51.22,88,1,4.38,clear sky
360,Blackwater,AU,2022-05-22 05:02:56,-23.5833,148.8833,68.76,71,89,11.32,overcast clouds
361,Bulolo,PG,2022-05-22 05:05:07,-7.2,146.65,86.97,48,24,3.69,few clouds
362,Saint-Georges,GD,2022-05-22 05:05:07,12.0564,-61.7485,80.29,70,42,16.51,scattered clouds
363,Hasaki,JP,2022-05-22 05:06:08,35.7333,140.8333,70.2,79,90,20.51,overcast clouds
364,Sao Pedro,BR,2022-05-22 05:06:08,-22.5486,-47.9139,50.04,73,2,2.53,clear sky
365,Sete,FR,2022-05-22 05:06:09,43.4018,3.6966,63.95,81,48,4.7,scattered clouds
366,Dauphin,CA,2022-05-22 05:06:09,51.1494,-100.0502,37.44,76,14,6.33,few clouds
367,Razole,IN,2022-05-22 05:06:10,16.4833,81.8333,99.16,34,80,11.14,broken clouds
368,Aksu,CN,2022-05-22 05:06:10,41.1231,80.2644,83.82,17,100,13.87,overcast clouds
369,Victoria,HK,2022-05-22 05:04:55,22.2855,114.1577,82.45,82,97,17.0,overcast clouds
370,Ponta Do Sol,PT,2022-05-22 05:06:11,32.6667,-17.1,65.71,77,64,3.29,broken clouds
371,Zhigansk,RU,2022-05-22 05:06:11,66.7697,123.3711,48.79,47,39,6.62,scattered clouds
372,Kyren,RU,2022-05-22 05:06:12,51.6828,102.1408,76.1,24,22,1.5,few clouds
373,Sinnamary,GF,2022-05-22 05:06:12,5.3833,-52.95,76.69,89,100,9.42,overcast clouds
374,Tuatapere,NZ,2022-05-22 05:06:13,-46.1333,167.6833,44.87,75,63,13.6,broken clouds
375,Boguchany,RU,2022-05-22 05:06:13,58.3814,97.4531,59.92,39,58,10.94,broken clouds
376,Vysokogornyy,RU,2022-05-22 05:06:14,50.1167,139.15,42.53,96,100,2.93,overcast clouds
377,Westport,US,2022-05-22 05:03:31,41.1415,-73.3579,75.45,89,0,0.0,clear sky
378,Kyshtovka,RU,2022-05-22 05:06:14,56.555,76.6271,75.11,39,99,16.08,overcast clouds
379,Namibe,AO,2022-05-22 05:06:15,-15.1961,12.1522,66.33,63,42,1.79,scattered clouds
380,Bodrum,TR,2022-05-22 05:04:04,37.0383,27.4292,69.28,64,71,8.08,broken clouds
381,La Seyne-Sur-Mer,FR,2022-05-22 05:06:15,43.0982,5.8847,69.89,89,7,4.09,clear sky
382,Tomatlan,MX,2022-05-22 05:06:16,19.9333,-105.25,69.6,92,0,1.19,clear sky
383,Bahua,IN,2022-05-22 05:06:16,25.85,80.6333,103.64,18,7,10.49,clear sky
384,Collie,AU,2022-05-22 05:06:17,-33.3667,116.15,74.86,35,8,12.8,moderate rain
385,Taoudenni,ML,2022-05-22 05:06:17,22.6783,-3.9836,85.12,11,0,12.08,clear sky
386,Palana,RU,2022-05-22 05:06:18,59.1167,159.9667,39.85,84,99,3.8,overcast clouds
387,Mareeba,AU,2022-05-22 05:06:18,-17.0,145.4333,81.45,72,57,3.87,broken clouds
388,Harper,LR,2022-05-22 05:06:19,4.375,-7.7169,75.54,88,100,3.47,moderate rain
389,San Jose,US,2022-05-22 05:04:26,37.3394,-121.895,64.58,64,0,6.91,clear sky
390,Makakilo City,US,2022-05-22 05:06:19,21.3469,-158.0858,80.92,60,0,16.11,clear sky
391,Kalmunai,LK,2022-05-22 05:06:20,7.4167,81.8167,88.45,58,99,1.19,overcast clouds
392,Palauig,PH,2022-05-22 05:06:20,15.435,119.9045,84.67,71,99,10.56,overcast clouds
393,Nantucket,US,2022-05-22 05:04:44,41.2835,-70.0995,62.74,93,0,9.22,mist
394,Thessalon,CA,2022-05-22 05:06:21,46.2501,-83.5666,43.09,77,100,8.08,overcast clouds
395,Martvili,GE,2022-05-22 05:06:22,42.4144,42.3792,64.45,52,0,6.29,clear sky
396,Salina Cruz,MX,2022-05-22 05:04:43,16.1667,-95.2,80.58,75,63,9.66,broken clouds
397,Verkhoyansk,RU,2022-05-22 05:06:22,67.5447,133.385,52.0,47,100,1.28,light rain
398,Malakal,SS,2022-05-22 05:01:55,9.5334,31.6605,78.1,69,98,5.17,overcast clouds
399,Kharovsk,RU,2022-05-22 05:06:23,59.9642,40.1912,34.99,54,86,9.8,overcast clouds
400,Kodiak,US,2022-05-22 05:06:23,57.79,-152.4072,45.91,93,100,16.11,light rain
401,Vardo,NO,2022-05-22 05:06:24,70.3705,31.1107,39.18,87,100,18.41,overcast clouds
402,Chifeng,CN,2022-05-22 05:06:24,42.2683,118.9636,81.82,16,3,6.8,clear sky
403,Catuday,PH,2022-05-22 05:06:25,16.2923,119.8062,82.9,72,100,12.73,overcast clouds
404,Santa Luzia,BR,2022-05-22 05:05:09,-19.7697,-43.8514,56.3,86,0,4.41,clear sky
405,Talnakh,RU,2022-05-22 05:06:25,69.4865,88.3972,47.21,86,99,6.8,overcast clouds
406,Salalah,OM,2022-05-22 05:02:40,17.0151,54.0924,84.13,70,49,6.29,scattered clouds
407,Smithers,CA,2022-05-22 05:06:26,54.7804,-127.1743,49.66,53,15,1.88,few clouds
408,Salinopolis,BR,2022-05-22 05:06:26,-0.6136,-47.3561,75.96,87,19,4.12,few clouds
409,Port Blair,IN,2022-05-22 05:06:27,11.6667,92.75,87.84,74,75,17.27,mist
410,Whitehorse,CA,2022-05-22 05:07:34,60.7161,-135.0538,55.81,32,26,3.0,scattered clouds
411,Unai,BR,2022-05-22 05:07:34,-16.3575,-46.9061,54.86,55,2,1.03,clear sky
412,Narasimharajapura,IN,2022-05-22 05:07:35,13.6167,75.5167,78.67,73,97,9.08,overcast clouds
413,Ulaangom,MN,2022-05-22 05:07:36,49.9811,92.0667,74.44,21,46,9.78,scattered clouds
414,Brae,GB,2022-05-22 05:03:10,60.3964,-1.353,49.71,89,100,7.54,light rain
415,Yar-Sale,RU,2022-05-22 05:07:36,66.8333,70.8333,35.83,67,100,15.12,overcast clouds
416,Guru Har Sahai,IN,2022-05-22 05:06:14,30.7167,74.4167,104.05,14,0,1.43,clear sky
417,Kaifeng,CN,2022-05-22 05:07:37,34.7911,114.3483,90.93,22,100,11.86,overcast clouds
418,Jumla,NP,2022-05-22 05:07:37,29.2747,82.1838,64.58,44,96,6.35,overcast clouds
419,Namwala,ZM,2022-05-22 05:07:38,-15.7504,26.4384,51.21,44,24,4.61,few clouds
420,Papayal,PE,2022-05-22 05:07:38,-4.0761,-80.7361,70.14,79,59,2.64,broken clouds
421,Olafsvik,IS,2022-05-22 05:07:38,64.8945,-23.7142,40.24,84,53,18.39,broken clouds
422,Palmerston,AU,2022-05-22 05:07:39,-12.486,130.9833,91.89,39,0,10.36,clear sky
423,North Myrtle Beach,US,2022-05-22 05:07:39,33.816,-78.68,75.38,86,0,13.8,clear sky
424,Yerbogachen,RU,2022-05-22 05:07:40,61.2767,108.0108,58.78,64,84,8.46,light rain
425,Petropavlovsk-Kamchatskiy,RU,2022-05-22 05:07:40,53.0452,158.6483,46.99,76,75,8.95,broken clouds
426,Pathein,MM,2022-05-22 05:07:41,16.7833,94.7333,90.66,63,71,17.16,broken clouds
427,Seoul,KR,2022-05-22 05:07:41,37.5683,126.9778,78.19,46,3,11.41,clear sky
428,Changtu,CN,2022-05-22 05:07:42,42.7788,124.0955,80.28,23,27,7.52,scattered clouds
429,Cuitlahuac,MX,2022-05-22 05:07:42,18.8167,-96.7167,79.77,63,65,1.99,broken clouds
430,Kabo,CF,2022-05-22 05:07:42,7.6994,18.629,74.21,83,99,3.8,overcast clouds
431,Pula,HR,2022-05-22 05:07:43,44.8683,13.8481,61.36,94,0,1.14,clear sky
432,Zeya,RU,2022-05-22 05:07:43,53.75,127.2667,62.87,36,100,5.64,overcast clouds
433,Ihosy,MG,2022-05-22 05:07:44,-22.4,46.1167,61.74,79,52,3.31,broken clouds
434,Belaya Gora,RU,2022-05-22 05:07:44,68.5333,146.4167,48.87,71,100,7.96,overcast clouds
435,Korgen,NO,2022-05-22 05:07:45,66.0771,13.8153,44.19,89,100,1.48,light rain
436,San Vicente,AR,2022-05-22 05:07:45,-26.6167,-54.1333,46.67,84,42,2.15,scattered clouds
437,Solnechnyy,RU,2022-05-22 05:07:45,50.7214,136.6319,43.47,80,99,8.77,overcast clouds
438,Artemisa,CU,2022-05-22 05:07:46,22.814,-82.7561,77.27,87,63,5.08,broken clouds
439,Krasavino,RU,2022-05-22 05:07:46,60.9614,46.4814,34.88,70,100,10.8,overcast clouds
440,Phalaborwa,ZA,2022-05-22 05:07:47,-23.943,31.1411,59.81,87,95,5.12,light rain
441,Conde,BR,2022-05-22 05:07:47,-7.2597,-34.9075,74.66,94,40,8.05,scattered clouds
442,Stolin,BY,2022-05-22 05:07:48,51.8912,26.846,49.33,80,99,16.08,overcast clouds
443,Mabaruma,GY,2022-05-22 05:03:14,8.2,-59.7833,72.93,96,100,4.9,overcast clouds
444,Kirakira,SB,2022-05-22 05:07:48,-10.4544,161.9205,83.75,70,19,4.85,few clouds
445,Adrar,MR,2022-05-22 05:07:49,20.5022,-10.0711,85.78,11,1,7.65,clear sky
446,Nipawin,CA,2022-05-22 05:07:49,53.3668,-104.0009,44.71,53,95,7.07,overcast clouds
447,Santa Barbara,US,2022-05-22 05:03:15,34.7333,-120.0343,52.34,85,0,5.75,mist
448,Saint-Leu,RE,2022-05-22 05:07:50,-21.15,55.2833,76.32,66,7,2.73,clear sky
449,Megion,RU,2022-05-22 05:07:50,61.0296,76.1136,60.82,51,99,24.2,overcast clouds
450,Dese,ET,2022-05-22 05:07:51,11.1333,39.6333,66.58,24,74,2.84,broken clouds
451,Lavrentiya,RU,2022-05-22 05:07:51,65.5833,-171.0,37.92,83,99,9.48,overcast clouds
452,Bafra,TR,2022-05-22 05:07:52,41.5678,35.9069,71.31,62,0,3.22,clear sky
453,Olga,RU,2022-05-22 05:07:52,43.7444,135.2892,64.2,61,83,5.57,broken clouds
454,Gat,IL,2022-05-22 05:07:53,31.61,34.7642,70.48,100,58,10.29,broken clouds
455,San Carlos De Bariloche,AR,2022-05-22 05:07:53,-41.1456,-71.3082,44.24,74,98,15.35,moderate rain
456,Olyka,UA,2022-05-22 05:07:53,50.7186,25.8125,52.93,82,67,18.9,broken clouds
457,Flin Flon,CA,2022-05-22 05:07:54,54.7682,-101.865,41.94,48,43,5.06,scattered clouds
458,Mitu,CO,2022-05-22 05:08:54,1.1983,-70.1733,70.39,100,100,0.92,overcast clouds
459,Mildura,AU,2022-05-22 05:08:55,-34.2,142.15,70.07,55,18,11.7,few clouds
460,Aktanysh,RU,2022-05-22 05:08:55,55.7216,54.0829,37.15,99,100,9.71,light rain
461,Umm Lajj,SA,2022-05-22 05:08:56,25.0213,37.2685,81.18,68,0,13.73,clear sky
462,Hambantota,LK,2022-05-22 05:08:56,6.1241,81.1185,86.34,79,20,14.97,few clouds
463,Rapina,EE,2022-05-22 05:08:56,58.0981,27.4636,46.09,60,62,7.92,broken clouds
464,Bandarbeyla,SO,2022-05-22 05:08:57,9.4942,50.8122,89.38,53,94,21.52,overcast clouds
465,Terra Santa,BR,2022-05-22 05:08:57,-2.1042,-56.4869,72.28,96,83,1.16,broken clouds
466,Kavieng,PG,2022-05-22 05:08:58,-2.5744,150.7967,85.01,64,96,13.29,overcast clouds
467,Goundam,ML,2022-05-22 05:08:58,16.4145,-3.6708,85.24,46,61,7.05,broken clouds
468,Kamaishi,JP,2022-05-22 05:08:59,39.2667,141.8833,59.02,82,100,4.16,overcast clouds
469,Sept-Iles,CA,2022-05-22 05:06:02,50.2001,-66.3821,46.06,98,92,3.31,overcast clouds
470,Aklavik,CA,2022-05-22 05:08:59,68.2191,-135.0107,34.66,86,99,4.97,overcast clouds
471,Prince Rupert,CA,2022-05-22 05:07:46,54.3161,-130.3201,52.3,63,1,2.91,clear sky
472,Cervo,ES,2022-05-22 05:09:00,43.6702,-7.4101,60.78,98,96,2.55,light rain
473,Bilibino,RU,2022-05-22 05:09:00,68.0546,166.4372,49.71,57,71,8.05,broken clouds
474,Chapada Dos Guimaraes,BR,2022-05-22 05:05:03,-15.4606,-55.7497,49.66,41,19,3.83,few clouds
475,Marienburg,PL,2022-05-22 05:09:01,54.0359,19.0266,54.88,77,79,13.31,broken clouds
476,Raymond Terrace,AU,2022-05-22 05:09:02,-32.75,151.75,58.95,100,75,11.5,moderate rain
477,Bathsheba,BB,2022-05-22 05:09:02,13.2167,-59.5167,78.87,74,67,16.58,broken clouds
478,Kharan,PK,2022-05-22 05:09:03,28.5833,65.4167,93.96,6,0,1.3,clear sky
479,Honolulu,US,2022-05-22 05:07:51,21.3069,-157.8583,82.22,69,20,16.11,few clouds
480,Sabha,LY,2022-05-22 05:09:03,27.0377,14.4283,64.29,23,0,10.54,clear sky
481,Znamenka,RU,2022-05-22 05:09:04,52.4167,41.4311,45.01,92,100,12.97,overcast clouds
482,Rampura,IN,2022-05-22 05:09:04,30.25,75.2333,102.09,17,0,3.96,clear sky
483,Cihuatlan,MX,2022-05-22 05:09:05,19.2366,-104.5651,72.19,88,0,3.47,clear sky
484,Kavaratti,IN,2022-05-22 05:05:52,10.5669,72.642,82.67,80,99,18.45,overcast clouds
485,Beyneu,KZ,2022-05-22 05:09:05,45.3167,55.2,56.71,66,97,14.34,overcast clouds
486,Methoni,GR,2022-05-22 05:09:06,36.8197,21.7049,65.21,75,8,10.71,clear sky
487,Bhanpuri,IN,2022-05-22 05:09:06,21.1,80.9167,101.57,21,1,13.51,clear sky
488,Ukiah,US,2022-05-22 05:09:07,39.1502,-123.2078,64.29,49,0,0.0,clear sky
489,Kruisfontein,ZA,2022-05-22 05:06:04,-34.0033,24.7314,47.88,87,2,4.45,clear sky
490,Leningradskiy,RU,2022-05-22 05:06:10,69.3833,178.4167,34.21,96,97,11.05,overcast clouds
491,Jacobina,BR,2022-05-22 05:09:08,-11.1806,-40.5183,64.54,95,64,4.56,broken clouds
492,Mount Gambier,AU,2022-05-22 05:09:08,-37.8333,140.7667,62.33,52,2,5.1,clear sky
493,Sakaiminato,JP,2022-05-22 05:09:09,35.55,133.2333,71.65,64,0,15.82,clear sky
494,Meulaboh,ID,2022-05-22 05:09:09,4.1363,96.1285,83.84,72,89,3.18,overcast clouds
495,Klaksvik,FO,2022-05-22 05:09:10,62.2266,-6.589,47.32,88,100,12.77,overcast clouds
496,Tual,ID,2022-05-22 05:09:10,-5.6667,132.75,81.03,80,95,13.0,overcast clouds
497,Ler,SS,2022-05-22 05:09:11,8.3018,30.1418,76.87,81,100,2.57,overcast clouds
498,Gondar,ET,2022-05-22 05:09:11,12.6,37.4667,69.87,39,92,2.39,overcast clouds
499,Nizhniy Kuranakh,RU,2022-05-22 05:09:12,58.8353,125.4869,56.62,58,64,3.0,light rain
500,Taltal,CL,2022-05-22 05:09:12,-25.4,-70.4833,61.45,69,13,2.93,few clouds
501,Aleksandrovsk-Sakhalinskiy,RU,2022-05-22 05:09:13,50.8975,142.1561,44.26,100,100,3.58,moderate rain
502,Calella,ES,2022-05-22 05:09:13,41.618,2.6678,79.11,56,94,8.88,overcast clouds
503,Jardim,BR,2022-05-22 05:09:13,-21.4803,-56.1381,53.22,70,64,2.71,broken clouds
504,Ibra,OM,2022-05-22 05:09:14,22.6906,58.5334,93.51,26,0,4.14,clear sky
505,San Juan,AR,2022-05-22 05:09:14,-31.5375,-68.5364,55.49,31,89,4.54,overcast clouds
506,Careva Cuprija,BA,2022-05-22 05:09:15,44.2658,18.4292,60.31,96,99,2.01,overcast clouds
507,Elat,IL,2022-05-22 05:10:15,29.5581,34.9482,74.08,56,50,10.92,scattered clouds
508,Beni,CD,2022-05-22 05:10:16,0.5,29.4667,63.73,98,100,1.63,overcast clouds
509,Havre,FR,2022-05-22 05:10:16,49.5833,0.3333,49.77,87,0,2.3,clear sky
510,Nhlangano,SZ,2022-05-22 05:10:17,-27.1167,31.2,50.05,87,100,3.0,overcast clouds
511,Dunedin,NZ,2022-05-22 05:10:17,-45.8742,170.5036,48.79,64,87,17.0,overcast clouds
512,Jeremie,HT,2022-05-22 05:10:18,18.65,-74.1167,78.39,83,95,4.56,overcast clouds
513,Saint Paul,US,2022-05-22 05:08:01,44.9444,-93.0933,47.55,56,75,9.22,broken clouds
514,Varzelandia,BR,2022-05-22 05:10:19,-15.7014,-44.0275,56.93,52,4,6.98,clear sky
515,Evensk,RU,2022-05-22 05:10:19,61.95,159.2333,38.17,96,100,2.17,overcast clouds
516,Fukue,JP,2022-05-22 05:10:20,32.6881,128.8419,69.8,71,100,13.35,overcast clouds
517,Do Gonbadan,IR,2022-05-22 05:10:20,30.3586,50.7981,90.37,6,0,3.58,clear sky
518,Goderich,CA,2022-05-22 05:10:20,43.7501,-81.7165,51.91,96,100,3.38,overcast clouds
519,Bannu,PK,2022-05-22 05:05:32,32.9854,70.6027,95.59,12,0,4.72,clear sky
520,Agadir,MA,2022-05-22 05:10:21,30.4202,-9.5982,64.85,87,69,2.33,broken clouds
521,Duzce,TR,2022-05-22 05:10:22,40.8389,31.1639,69.71,45,0,1.61,clear sky
